,total_sqft,bath,price,price_per_sqft
7274,1595.0,3.0,88.0,5517.241379310345
7275,1350.0,2.0,102.0,7555.555555555556
7276,1204.0,2.0,45.0,3737.5415282392028
7277,2990.0,4.0,240.0,8026.755852842809
7278,1035.0,2.0,49.0,4734.299516908212
7279,1000.0,2.0,29.95,2995.0
7280,1457.0,3.0,85.0,5833.905284831846
7281,1194.0,2.0,47.0,3936.348408710218
7282,1100.0,2.0,66.0,6000.0
7283,1655.0,3.0,120.0,7250.755287009063
7284,1691.2,3.0,115.0,6799.905392620624
7285,1215.0,2.0,46.1,3794.238683127572
7287,1639.0,3.0,129.0,7870.65283709579
7288,1685.0,3.0,135.0,8011.86943620178
7289,1008.0,4.0,180.0,17857.14285714286
7290,1100.0,2.0,38.0,3454.5454545454545
7291,2122.0,3.0,125.0,5890.66918001885
7292,1050.0,2.0,47.0,4476.190476190476
7293,1230.0,2.0,45.0,3658.5365853658536
7294,1240.0,3.0,60.0,4838.709677419355
7295,1252.0,2.0,65.0,5191.693290734825
7296,1374.0,2.0,88.0,6404.657933042213
7297,500.0,1.0,30.0,6000.0
7298,1200.0,8.0,225.0,18750.0
7299,1355.0,3.0,83.87,6189.667896678967
7300,1040.0,2.0,45.0,4326.923076923077
7301,1350.0,2.0,68.0,5037.037037037037
7302,4003.0,6.0,300.0,7494.379215588308
7303,2400.0,3.0,135.0,5625.0
7304,1560.0,3.0,90.0,5769.2307692307695
7305,1151.0,2.0,43.16,3749.7827975673326
7306,1360.0,2.0,47.59,3499.264705882353
7307,1250.0,2.0,60.0,4800.0
7308,1110.0,2.0,29.97,2700.0
7309,1015.0,2.0,50.0,4926.108374384236
7310,1351.0,2.0,78.0,5773.501110288675
7311,960.0,2.0,50.0,5208.333333333333
7312,1110.0,2.0,52.0,4684.684684684685
7313,1680.0,3.0,72.0,4285.714285714285
7314,2400.0,3.0,180.0,7500.0
7315,11000.0,5.0,2000.0,18181.81818181818
7316,1350.0,3.0,48.6,3600.0
7317,1254.0,2.0,47.0,3748.006379585327
7318,1255.0,3.0,115.0,9163.346613545817
7319,1051.0,2.0,61.0,5803.996194100856
7320,1200.0,3.0,205.0,17083.333333333332
7321,1099.0,2.0,65.0,5914.467697907188
7322,2650.0,4.0,199.0,7509.433962264151
7323,2000.0,2.0,160.0,8000.0
7324,1541.0,2.0,130.0,8436.080467229072
7325,1200.0,3.0,70.0,5833.333333333333
7326,1125.0,2.0,45.0,4000.0
7327,1650.0,3.0,85.0,5151.515151515152
7328,834.0,1.0,62.0,7434.052757793765
7329,1320.0,3.0,60.0,4545.454545454545
7330,1200.0,3.0,149.0,12416.666666666666
7331,1000.0,7.0,160.0,16000.0
7332,1500.0,3.0,74.0,4933.333333333333
7333,4400.0,5.0,500.0,11363.636363636364
7335,600.0,1.0,52.0,8666.666666666666
7336,1180.0,2.0,70.0,5932.203389830508
7337,1010.0,2.0,50.0,4950.495049504951
7338,1070.0,2.0,38.0,3551.4018691588785
7339,1580.0,3.0,105.0,6645.569620253164
7340,1200.0,5.0,325.0,27083.333333333332
7341,2000.0,3.0,165.0,8250.0
7342,1920.0,3.0,130.0,6770.833333333333
7343,1200.0,2.0,76.0,6333.333333333333
7344,1040.0,2.0,45.0,4326.923076923077
7345,1430.0,2.0,90.0,6293.706293706294
7346,1215.0,2.0,52.85,4349.794238683127
7347,650.0,1.0,70.0,10769.23076923077
7348,1564.0,3.0,105.0,6713.5549872122765
7349,800.0,2.0,52.0,6500.0
7350,750.0,2.0,58.0,7733.333333333333
7351,1200.0,2.0,60.0,5000.0
7352,1128.0,2.0,48.79,4325.354609929078
7353,1200.0,2.0,44.4,3700.0
7354,2000.0,4.0,135.0,6750.0
7355,2750.0,3.0,260.0,9454.545454545454
7356,2400.0,4.0,480.0,20000.0
7357,1650.0,3.0,105.0,6363.636363636364
7358,1235.0,2.0,148.0,11983.805668016194
7359,1200.0,2.0,55.0,4583.333333333333
7360,900.0,5.0,100.0,11111.111111111111
7361,985.0,2.0,42.0,4263.959390862944
7362,1475.0,2.0,63.0,4271.186440677966
7363,3450.0,5.0,348.0,10086.95652173913
7364,1157.0,2.0,53.99,4666.3785652549695
7365,900.0,2.0,35.0,3888.8888888888887
7366,2500.0,3.0,120.0,4800.0
7367,1030.0,2.0,60.0,5825.242718446602
7368,1000.0,2.0,46.0,4600.0
7369,3800.0,3.0,325.0,8552.631578947368
7370,4260.0,4.0,333.0,7816.901408450704
7371,1950.0,6.0,175.0,8974.358974358975
7372,1570.0,2.0,65.94,4200.0
7373,1283.0,2.0,68.0,5300.077942322681
7374,875.0,2.0,40.0,4571.428571428572
7375,1200.0,2.0,52.0,4333.333333333333
7376,2700.0,3.0,500.0,18518.51851851852
7377,2400.0,2.0,180.0,7500.0
7378,1250.0,2.0,68.75,5500.0
7379,3630.0,6.0,196.0,5399.449035812672
7380,990.0,2.0,37.62,3799.9999999999995
7381,1199.0,2.0,85.0,7089.241034195163
7382,1280.0,2.0,90.0,7031.25
7383,2750.0,4.0,413.0,15018.181818181818
7384,1190.0,2.0,55.0,4621.848739495798
7385,1100.0,2.0,60.0,5454.545454545455
7386,2075.0,3.0,175.0,8433.734939759037
7387,1133.0,2.0,55.0,4854.368932038835
7388,2400.0,3.0,140.0,5833.333333333333
7389,1280.0,2.0,69.0,5390.625
7390,1250.0,3.0,65.0,5200.0
7391,1565.0,2.0,49.3,3150.1597444089457
7392,1900.0,3.0,65.0,3421.0526315789475
7393,1080.0,2.0,45.0,4166.666666666667
7394,600.0,1.0,47.0,7833.333333333333
7395,1240.0,4.0,180.0,14516.129032258064
7396,1335.0,2.0,87.0,6516.853932584269
7397,1246.0,2.0,67.3,5401.284109149277
7399,1385.0,3.0,55.0,3971.1191335740073
7400,1578.0,3.0,73.9,4683.143219264893
7401,1140.0,2.0,46.0,4035.0877192982457
7402,1700.0,3.0,79.9,4700.000000000001
7403,1050.0,4.0,90.0,8571.42857142857
7404,1120.0,2.0,70.0,6250.0
7405,435.0,1.0,22.0,5057.471264367816
7406,1116.0,2.0,51.89,4649.641577060932
7407,1480.0,3.0,95.0,6418.918918918919
7408,1000.0,2.0,50.0,5000.0
7409,1145.0,2.0,46.0,4017.467248908297
7410,800.0,1.0,32.0,4000.0
7411,1265.0,2.0,83.0,6561.264822134387
7413,1475.0,2.0,70.0,4745.762711864407
7414,1265.0,2.0,55.0,4347.826086956522
7415,1200.0,2.0,58.0,4833.333333333333
7416,2180.0,3.0,210.0,9633.02752293578
7417,1080.0,2.0,50.0,4629.62962962963
7418,2023.0,4.0,130.0,6426.099851705388
7419,2400.0,2.0,125.0,5208.333333333333
7420,1545.0,2.0,66.0,4271.844660194175
7421,1804.0,3.0,166.0,9201.773835920178
7422,1200.0,2.0,200.0,16666.666666666668
7423,1350.0,2.0,58.0,4296.2962962962965
7424,1108.0,2.0,74.23,6699.458483754513
7425,1730.0,3.0,115.0,6647.398843930636
7426,1427.0,2.0,70.0,4905.395935529082
7427,935.0,2.0,35.53,3800.0
7428,1073.0,2.0,31.77,2960.857409133271
7429,960.0,2.0,37.0,3854.1666666666665
7430,2215.0,4.0,150.0,6772.009029345372
7431,1125.0,2.0,32.49,2888.0
7432,1230.0,2.0,55.0,4471.544715447155
7433,1438.0,2.0,89.0,6189.151599443671
7434,1080.0,2.0,75.0,6944.444444444444
7435,1200.0,3.0,125.0,10416.666666666666
7436,1200.0,1.0,103.0,8583.333333333334
7437,1590.0,3.0,58.0,3647.7987421383646
7438,1350.0,3.0,68.0,5037.037037037037
7439,1400.0,2.0,48.0,3428.5714285714284
7440,1560.0,2.0,72.0,4615.384615384615
7441,1810.0,3.0,57.0,3149.171270718232
7442,2274.24,4.0,160.0,7035.317292809907
7443,1484.0,3.0,74.18,4998.652291105122
7444,1650.0,3.0,220.0,13333.333333333334
7445,1455.0,2.0,55.0,3780.0687285223366
7446,2280.0,4.0,184.0,8070.175438596491
7447,4900.0,5.0,980.0,20000.0
7448,2079.0,3.0,220.0,10582.010582010582
7449,1351.0,2.0,74.0,5477.424130273871
7450,1223.0,2.0,42.81,3500.408830744072
7451,1430.0,2.0,61.0,4265.734265734266
7452,3589.0,5.0,400.0,11145.165784341041
7453,1310.0,2.0,37.83,2887.7862595419847
7454,1800.0,4.0,300.0,16666.666666666668
7455,1120.0,4.0,175.0,15625.0
7456,984.0,2.0,55.0,5589.430894308943
7457,1770.0,3.0,100.0,5649.717514124294
7458,900.0,3.0,105.0,11666.666666666666
7459,1350.0,5.0,120.0,8888.888888888889
7460,1447.0,2.0,75.97,5250.172771250864
7461,1140.0,2.0,60.0,5263.1578947368425
7462,1170.0,2.0,34.0,2905.982905982906
7463,1160.0,2.0,46.39,3999.137931034483
7464,1296.0,2.0,89.0,6867.283950617284
7465,1570.0,3.0,80.0,5095.541401273886
7466,1495.0,2.0,65.0,4347.826086956522
7467,1530.0,2.0,67.0,4379.084967320261
7468,900.0,4.0,140.0,15555.555555555555
7469,1800.0,3.0,70.0,3888.8888888888887
7470,1088.0,2.0,48.0,4411.764705882353
7471,1533.0,3.0,98.18,6404.4357469015
7472,1100.0,2.0,68.0,6181.818181818182
7473,1540.0,3.0,90.0,5844.1558441558445
7474,1244.0,3.0,48.0,3858.520900321543
7475,1040.0,2.0,68.59,6595.192307692308
7476,1034.0,6.0,101.0,9767.891682785299
7477,1260.0,2.0,39.69,3150.0
7478,1180.0,2.0,41.3,3499.9999999999995
7479,1245.0,2.0,100.0,8032.128514056225
7480,1350.0,3.0,75.0,5555.555555555556
7481,1464.0,3.0,56.0,3825.136612021858
7482,470.0,2.0,10.0,2127.659574468085
7483,920.0,2.0,60.0,6521.739130434783
7484,2300.0,7.0,160.0,6956.521739130435
7485,1124.0,2.0,30.35,2700.1779359430607
7486,2095.0,3.0,109.0,5202.863961813842
7487,1100.0,2.0,71.42,6492.727272727273
7488,1019.0,2.0,58.0,5691.854759568204
7489,1756.0,3.0,128.0,7289.293849658315
7490,1280.0,3.0,50.0,3906.25
7491,1200.0,3.0,125.0,10416.666666666666
7492,1700.0,3.0,150.0,8823.529411764706
7493,2134.0,4.0,118.0,5529.522024367385
7494,1369.1,2.0,98.0,7157.986998758309
7495,600.0,3.0,69.0,11500.0
7496,1313.0,4.0,150.0,11424.219345011425
7497,2515.0,4.0,155.0,6163.021868787277
7498,2215.0,4.0,154.0,6952.5959367945825
7499,1440.0,3.0,72.0,5000.0
7500,1186.0,2.0,55.33,4665.2613827993255
7501,1350.0,2.0,47.24,3499.259259259259
7502,1800.0,3.0,140.0,7777.777777777777
7503,1600.0,3.0,79.0,4937.5
7504,1000.0,2.0,35.0,3500.0
7505,2275.0,3.0,285.0,12527.472527472528
7506,1305.0,2.0,59.0,4521.072796934866
7507,1740.0,3.0,150.0,8620.689655172413
7508,900.0,2.0,90.0,10000.0
7509,1567.0,3.0,140.0,8934.269304403319
7510,1082.0,2.0,45.5,4205.1756007393715
7511,1050.0,2.0,80.0,7619.047619047619
7512,1200.0,2.0,56.0,4666.666666666667
7513,3500.0,4.0,185.0,5285.714285714285
7514,1220.0,2.0,52.0,4262.295081967213
7515,1970.0,3.0,164.0,8324.873096446701
7516,2665.0,3.0,350.0,13133.208255159474
7517,2130.0,4.0,120.0,5633.802816901409
7518,1749.0,3.0,120.0,6861.06346483705
7519,1260.0,2.0,108.0,8571.42857142857
7521,1170.0,2.0,120.0,10256.410256410256
7522,1670.0,3.0,75.0,4491.017964071856
7523,2264.0,3.0,168.0,7420.494699646643
7524,3500.0,5.0,450.0,12857.142857142857
7525,1100.0,2.0,55.0,5000.0
7526,674.0,1.0,19.9,2952.522255192878
7527,1320.0,2.0,160.0,12121.212121212122
7528,600.0,4.0,85.0,14166.666666666666
7529,1125.0,2.0,65.0,5777.777777777777
7530,1125.0,2.0,44.5,3955.5555555555557
7531,700.0,2.0,29.0,4142.857142857143
7532,1300.0,2.0,75.0,5769.2307692307695
7533,1600.0,3.0,83.0,5187.5
7534,1052.0,2.0,60.0,5703.42205323194
7535,1140.0,3.0,145.0,12719.298245614034
7536,1130.0,2.0,36.0,3185.8407079646017
7537,1140.0,3.0,225.0,19736.842105263157
7538,2200.0,3.0,220.0,10000.0
7539,1500.0,2.0,63.0,4200.0
7540,1350.0,3.0,47.25,3500.0
7541,1230.0,2.0,52.0,4227.642276422765
7542,1520.0,2.0,85.0,5592.105263157895
7543,525.0,1.0,26.25,5000.0
7544,1040.0,2.0,61.0,5865.384615384615
7545,1300.0,2.0,67.0,5153.846153846154
7546,2690.0,4.0,201.0,7472.118959107806
7547,780.0,1.0,70.0,8974.358974358975
7548,1140.0,2.0,51.2,4491.228070175439
7549,1225.0,3.0,33.08,2700.408163265306
7550,646.0,1.0,25.84,4000.0
7551,1600.0,3.0,150.0,9375.0
7552,1890.0,4.0,125.0,6613.756613756614
7553,1050.0,2.0,34.0,3238.095238095238
7554,1200.0,4.0,100.0,8333.333333333334
7555,1458.0,2.0,62.0,4252.400548696845
7556,1200.0,6.0,86.0,7166.666666666667
7557,1970.0,3.0,160.0,8121.827411167513
7558,1808.0,4.0,80.0,4424.778761061947
7559,1007.0,2.0,67.0,6653.4260178748755
7560,1105.0,2.0,50.0,4524.886877828054
7561,1700.0,3.0,150.0,8823.529411764706
7562,1170.0,2.0,50.0,4273.504273504273
7563,1080.0,2.0,45.0,4166.666666666667
7564,1150.0,2.0,62.0,5391.304347826087
7565,1200.0,2.0,57.9,4825.0
7566,1200.0,2.0,54.0,4500.0
7567,1656.0,3.0,75.0,4528.985507246377
7568,600.0,4.0,87.0,14500.0
7569,1040.0,2.0,50.0,4807.692307692308
7570,1085.0,2.0,33.7,3105.9907834101386
7571,1215.0,2.0,49.75,4094.650205761317
7572,2150.0,4.0,115.0,5348.837209302325
7573,1100.0,4.0,120.0,10909.09090909091
7574,1210.0,2.0,77.0,6363.636363636364
7575,1050.0,2.0,55.0,5238.0952380952385
7576,600.0,3.0,70.0,11666.666666666666
7577,1920.0,3.0,150.0,7812.5
7578,1250.0,2.0,50.0,4000.0
7579,947.55,2.0,80.0,8442.826236082528
7580,1421.0,2.0,90.0,6333.56790992259
7581,1050.0,4.0,155.0,14761.904761904761
7582,1425.0,2.0,74.31,5214.736842105263
7583,1162.0,2.0,58.0,4991.394148020654
7584,905.0,1.0,60.0,6629.834254143647
7585,914.0,2.0,32.0,3501.09409190372
7586,1258.0,2.0,58.0,4610.492845786964
7587,1100.0,4.0,220.0,20000.0
7588,3500.0,4.0,289.0,8257.142857142857
7589,2400.0,6.0,450.0,18750.0
7590,4200.0,4.0,800.0,19047.619047619046
7591,1537.0,2.0,70.0,4554.326610279766
7592,1230.0,2.0,53.51,4350.40650406504
7593,2400.0,5.0,300.0,12500.0
7594,2250.0,3.0,200.0,8888.888888888889
7595,2000.0,4.0,69.0,3450.0
7596,3000.0,4.0,130.0,4333.333333333333
7597,2600.0,4.0,325.0,12500.0
7598,3200.0,3.0,250.0,7812.5
7599,950.0,2.0,32.0,3368.4210526315787
7600,4000.0,4.0,200.0,5000.0
7601,1282.0,2.0,48.72,3800.312012480499
7602,1304.0,2.0,111.0,8512.269938650306
7603,2100.0,3.0,200.0,9523.809523809523
7604,1220.0,2.0,49.0,4016.3934426229507
7605,1636.0,3.0,85.0,5195.59902200489
7606,1415.0,3.0,65.0,4593.639575971732
7608,1728.0,3.0,125.0,7233.7962962962965
7609,1680.0,3.0,125.0,7440.476190476191
7610,1235.0,2.0,140.0,11336.032388663967
7611,900.0,2.0,115.0,12777.777777777777
7612,3990.0,4.0,260.0,6516.290726817043
7613,1495.0,2.0,83.0,5551.8394648829435
7614,1500.0,5.0,175.0,11666.666666666666
7615,2501.0,3.0,138.0,5517.792882846861
7616,381.0,1.0,28.0,7349.081364829396
7617,3301.8,5.0,570.0,17263.310921315646
7618,2002.0,3.0,120.0,5994.005994005994
7619,3200.0,3.0,260.0,8125.0
7620,1200.0,2.0,70.0,5833.333333333333
7621,1500.0,3.0,235.0,15666.666666666666
7622,1942.0,3.0,90.0,4634.3975283213185
7624,660.0,1.0,95.0,14393.939393939394
7625,1200.0,6.0,170.0,14166.666666666666
7626,1450.0,3.0,90.0,6206.896551724138
7627,1039.0,2.0,50.0,4812.319538017325
7628,1210.0,2.0,80.0,6611.570247933884
7629,995.0,1.0,24.88,2500.502512562814
7630,1620.0,3.0,90.0,5555.555555555556
7631,3204.0,4.0,395.0,12328.339575530586
7632,3408.0,3.0,260.0,7629.107981220657
7633,1314.0,2.0,55.0,4185.692541856925
7634,945.0,2.0,33.0,3492.063492063492
7635,1374.0,3.0,72.0,5240.174672489083
7636,1603.0,3.0,113.0,7049.282595134124
7637,1230.0,2.0,52.0,4227.642276422765
7638,670.0,1.0,50.0,7462.686567164179
7639,1864.0,3.0,105.0,5633.0472103004295
7640,2500.0,3.0,100.0,4000.0
7641,1625.0,2.0,54.0,3323.076923076923
7642,1186.0,2.0,55.0,4637.43676222597
7643,1500.0,7.0,382.0,25466.666666666668
7644,770.0,1.0,39.9,5181.818181818182
7645,1085.0,2.0,45.0,4147.465437788019
7646,3754.0,6.0,480.0,12786.361214704315
7647,1893.0,3.0,115.0,6075.0132065504495
7648,600.0,3.0,65.0,10833.333333333334
7649,1496.0,2.0,78.0,5213.903743315508
7650,1305.0,3.0,33.28,2550.191570881226
7651,1550.0,2.0,82.0,5290.322580645161
7652,1200.0,2.0,58.17,4847.5
7653,1494.0,2.0,94.55,6328.647925033467
7654,1286.0,2.0,69.0,5365.47433903577
7655,600.0,4.0,100.0,16666.666666666668
7656,1860.0,3.0,95.0,5107.5268817204305
7657,425.0,1.0,750.0,176470.58823529413
7658,1243.0,2.0,45.0,3620.2735317779566
7659,1200.0,2.0,75.0,6250.0
7660,1044.0,2.0,32.0,3065.1340996168583
7661,1040.0,2.0,41.59,3999.038461538462
7662,1125.0,2.0,36.94,3283.5555555555557
7663,3489.0,3.0,662.0,18973.91802808828
7664,1278.0,2.0,59.0,4616.588419405321
7665,2400.0,6.0,98.0,4083.3333333333335
7666,1250.0,2.0,43.0,3440.0
7667,2400.0,6.0,125.0,5208.333333333333
7668,4166.0,5.0,560.0,13442.150744119059
7669,1210.0,2.0,75.0,6198.347107438017
7670,1200.0,3.0,110.0,9166.666666666666
7671,1157.0,2.0,57.84,4999.1356957649095
7672,1185.0,2.0,51.15,4316.455696202532
7673,1450.0,3.0,100.0,6896.551724137931
7674,1859.0,3.0,121.0,6508.87573964497
7675,1763.0,3.0,262.0,14861.032331253546
7676,900.0,1.0,25.0,2777.777777777778
7677,1305.0,3.0,60.0,4597.701149425287
7678,1200.0,2.0,100.0,8333.333333333334
7681,1150.0,2.0,36.8,3199.9999999999995
7682,1806.0,3.0,85.0,4706.5337763012185
7683,1027.0,2.0,42.0,4089.581304771178
7684,1002.0,2.0,40.08,4000.0
7685,1220.0,2.0,36.21,2968.032786885246
7686,1109.0,2.0,35.22,3175.834084761046
7687,1002.0,2.0,40.08,4000.0
7688,1308.0,2.0,89.04,6807.339449541284
7689,1232.0,2.0,69.6,5649.350649350648
7690,1027.0,2.0,44.0,4284.323271665044
7691,1250.0,2.0,65.0,5200.0
7692,900.0,6.0,170.0,18888.88888888889
7693,960.0,4.0,80.0,8333.333333333334
7694,1255.0,2.0,53.87,4292.4302788844625
7695,1434.0,3.0,84.0,5857.740585774059
7696,925.0,2.0,30.0,3243.2432432432433
7697,1858.0,3.0,123.0,6620.021528525296
7698,1205.0,2.0,70.0,5809.128630705394
7699,1500.0,3.0,90.0,6000.0
7700,1200.0,3.0,200.0,16666.666666666668
7701,1020.0,2.0,48.95,4799.019607843137
7702,965.0,2.0,56.0,5803.108808290155
7703,1800.0,6.0,270.0,15000.0
7704,1200.0,4.0,90.0,7500.0
7705,1636.0,2.0,82.89,5066.6259168704155
7706,1724.0,3.0,125.0,7250.580046403712
7707,1216.0,2.0,67.0,5509.868421052632
7708,654.0,1.0,36.25,5542.813455657492
7709,2460.0,7.0,80.0,3252.032520325203
7710,1190.0,2.0,41.0,3445.378151260504
7711,1200.0,5.0,180.0,15000.0
7712,1636.0,3.0,92.0,5623.471882640587
7713,1195.0,2.0,73.0,6108.786610878661
7714,2400.0,3.0,251.0,10458.333333333334
7715,1250.0,2.0,67.0,5360.0
7716,1452.0,3.0,90.0,6198.347107438017
7717,1546.0,3.0,95.0,6144.890038809832
7719,1440.0,3.0,275.0,19097.222222222223
7720,2260.0,3.0,80.0,3539.8230088495575
7721,2700.0,3.0,90.0,3333.3333333333335
7722,1475.0,2.0,171.0,11593.22033898305
7723,3000.0,3.0,150.0,5000.0
7724,375.0,1.0,26.0,6933.333333333333
7725,1007.0,2.0,66.0,6554.121151936445
7727,5422.0,6.0,1900.0,35042.419771302106
7728,1020.0,2.0,47.0,4607.843137254902
7729,1000.0,2.0,150.0,15000.0
7730,800.0,3.0,59.5,7437.5
7731,1200.0,3.0,95.0,7916.666666666667
7732,1125.0,2.0,55.0,4888.888888888889
7733,1150.0,9.0,140.0,12173.91304347826
7734,909.0,2.0,43.0,4730.47304730473
7735,2850.0,5.0,240.0,8421.052631578947
7736,1400.0,2.0,85.0,6071.428571428572
7737,1152.0,2.0,61.0,5295.138888888889
7738,958.0,2.0,34.49,3600.2087682672236
7739,1150.0,2.0,55.0,4782.608695652174
7740,2990.0,5.0,173.0,5785.953177257525
7741,1310.0,2.0,85.0,6488.5496183206105
7742,1590.0,2.0,126.0,7924.528301886792
7743,1645.0,3.0,110.0,6686.930091185411
7744,1800.0,2.0,100.0,5555.555555555556
7745,1795.0,3.0,150.0,8356.545961002785
7746,1100.0,2.0,35.0,3181.818181818182
7748,925.0,2.0,70.0,7567.5675675675675
7749,1542.14,3.0,120.0,7781.394685307429
7750,3746.0,6.0,375.0,10010.6780565937
7751,1430.0,2.0,54.0,3776.2237762237764
7752,1020.0,2.0,55.0,5392.156862745098
7753,750.0,2.0,42.0,5600.0
7754,1140.0,2.0,32.92,2887.719298245614
7755,967.0,2.0,45.0,4653.567735263702
7756,2470.0,4.0,203.0,8218.623481781377
7757,850.0,1.0,35.5,4176.470588235294
7758,1100.0,2.0,32.0,2909.090909090909
7759,1697.0,3.0,110.0,6482.027106658809
7760,1250.0,2.0,47.0,3760.0
7761,1120.0,2.0,50.0,4464.285714285715
7762,1200.0,4.0,95.0,7916.666666666667
7763,5100.0,6.0,375.0,7352.941176470588
7764,2400.0,3.0,480.0,20000.0
7765,1200.0,2.0,52.0,4333.333333333333
7766,1100.0,2.0,44.0,4000.0
7767,1417.0,2.0,76.0,5363.443895553987
7768,1492.0,3.0,88.0,5898.123324396783
7769,1498.0,3.0,79.15,5283.711615487317
7770,3500.0,2.0,350.0,10000.0
7771,1010.0,2.0,48.27,4779.207920792079
7772,1255.0,2.0,53.5,4262.948207171315
7773,1050.0,2.0,35.0,3333.3333333333335
7774,1847.0,3.0,125.0,6767.73145641581
7775,1200.0,2.0,55.0,4583.333333333333
7776,982.0,2.0,37.28,3796.3340122199593
7777,2144.6,4.0,145.0,6761.167583698592
7778,750.0,2.0,36.5,4866.666666666667
7779,919.0,2.0,35.0,3808.487486398259
7780,1087.0,2.0,54.3,4995.40018399264
7781,1480.0,3.0,74.0,5000.0
7782,1180.0,2.0,52.0,4406.779661016949
7783,2100.0,4.0,255.0,12142.857142857143
7784,1221.0,3.0,65.0,5323.505323505324
7785,1194.0,2.0,46.0,3852.5963149078725
7786,2072.0,3.0,122.0,5888.030888030888
7787,1600.0,3.0,69.0,4312.5
7788,2200.0,3.0,98.0,4454.545454545455
7789,1640.0,3.0,220.0,13414.634146341463
7790,1253.0,2.0,81.5,6504.38946528332
7791,1061.0,2.0,54.92,5176.248821866164
7792,1950.0,3.0,115.0,5897.4358974358975
7793,1250.0,2.0,68.0,5440.0
7794,1585.0,2.0,80.0,5047.318611987382
7795,1452.0,3.0,60.98,4199.724517906336
7796,1015.0,2.0,37.0,3645.320197044335
7798,1125.0,2.0,56.8,5048.888888888889
7799,1116.0,2.0,40.0,3584.2293906810037
7800,400.0,1.0,35.0,8750.0
7801,4000.0,4.0,325.0,8125.0
7802,3900.0,4.0,410.0,10512.820512820514
7803,1300.0,2.0,100.0,7692.307692307692
7804,1419.0,2.0,60.42,4257.928118393234
7805,1310.0,2.0,55.0,4198.473282442748
7806,2072.0,4.0,152.0,7335.907335907336
7807,1240.0,2.0,58.58,4724.193548387097
7808,1565.0,3.0,98.91,6320.127795527156
7809,1820.0,3.0,89.0,4890.10989010989
7810,2500.0,3.0,88.0,3520.0
7811,3657.0,5.0,310.0,8476.89362865737
7812,1245.0,2.0,62.0,4979.919678714859
7813,1315.0,3.0,65.0,4942.9657794676805
7814,1410.0,2.0,73.0,5177.304964539007
7815,1375.0,2.0,60.0,4363.636363636364
7816,1299.0,2.0,95.0,7313.317936874519
7817,993.0,2.0,45.5,4582.074521651561
7818,1200.0,3.0,45.0,3750.0
7819,985.0,2.0,156.0,15837.56345177665
7820,2400.0,5.0,180.0,7500.0
7821,1255.0,2.0,95.0,7569.721115537848
7822,1655.0,3.0,131.0,7915.407854984895
7823,2830.0,5.0,190.0,6713.780918727915
7824,6000.0,1.0,276.0,4600.0
7825,550.0,1.0,15.0,2727.2727272727275
7826,825.0,2.0,40.0,4848.484848484848
7827,1634.0,3.0,111.0,6793.145654834761
7828,1200.0,6.0,105.0,8750.0
7829,1222.0,2.0,80.0,6546.6448445171845
7830,1500.0,3.0,63.0,4200.0
7831,1890.0,4.0,100.0,5291.005291005291
7832,3750.0,6.0,375.0,10000.0
7833,850.0,1.0,39.5,4647.058823529412
7834,1295.0,2.0,78.5,6061.776061776061
7835,1320.0,2.0,100.0,7575.757575757576
7836,950.0,3.0,179.0,18842.105263157893
7837,1200.0,4.0,225.0,18750.0
7838,3000.0,3.0,170.0,5666.666666666667
7839,1197.0,2.0,82.0,6850.459482038429
7840,1320.0,2.0,60.0,4545.454545454545
7841,1180.0,5.0,98.5,8347.457627118643
7842,840.0,1.0,57.6,6857.142857142857
7844,1693.0,3.0,71.38,4216.184288245718
7845,1000.0,2.0,62.0,6200.0
7846,1305.0,2.0,70.0,5363.984674329502
7847,450.0,1.0,18.0,4000.0
7848,705.0,1.0,57.0,8085.106382978724
7849,750.0,6.0,75.0,10000.0
7850,4800.0,5.0,150.0,3125.0
7851,5000.0,5.0,600.0,12000.0
7852,5000.0,4.0,425.0,8500.0
7853,1991.0,3.0,104.0,5223.505775991964
7854,1779.0,3.0,90.0,5059.02192242833
7855,10200.0,4.0,1250.0,12254.901960784313
7856,870.0,2.0,38.0,4367.816091954023
7857,1595.0,3.0,120.0,7523.510971786834
7858,525.0,1.0,26.0,4952.380952380952
7859,945.0,5.0,120.0,12698.412698412698
7860,2400.0,4.0,420.0,17500.0
7861,2000.0,4.0,138.0,6900.0
7862,1614.0,3.0,93.0,5762.081784386617
7863,1200.0,2.0,40.0,3333.3333333333335
7864,1150.0,3.0,46.0,4000.0
7865,3200.0,4.0,440.0,13750.0
7866,1610.0,3.0,80.48,4998.757763975155
7867,1190.0,2.0,41.0,3445.378151260504
7868,1050.0,2.0,50.0,4761.9047619047615
7869,4800.0,5.0,420.0,8750.0
7870,1460.0,2.0,97.0,6643.835616438356
7871,3400.0,3.0,400.0,11764.70588235294
7872,600.0,1.0,33.0,5500.0
7873,1569.0,3.0,70.0,4461.440407903123
7874,2600.0,3.0,147.0,5653.846153846154
7875,645.0,1.0,42.5,6589.147286821705
7876,1200.0,3.0,180.0,15000.0
7877,800.0,3.0,95.0,11875.0
7878,800.0,2.0,80.0,10000.0
7879,1350.0,2.0,90.0,6666.666666666667
7880,2780.0,4.0,325.0,11690.647482014389
7881,1410.0,2.0,45.12,3200.0
7882,1109.0,2.0,35.47,3198.376916140667
7883,2000.0,3.0,1063.0,53150.0
